blind_proposal_id,audit_item_id,reference_question,generated_questions_json
judgment-0421,audit-0076,绳索在手中形成了什么结构？,"[{""generated_id"": ""audit-0076-g01"", ""question"": ""[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply)\n[Options]\nA) To use the friction between the rope and the winch drum to hold tension.\nB) To engage the rope with a rotating mechanism that provides a mechanical advantage.\nC) To guide the rope in a straight line toward the front of the boat.\nD) To prepare to tie a knot, securing the rope to the winch.""}, {""generated_id"": ""audit-0076-g02"", ""question"": ""[True/False] From the perspective of the person in the first scene, the yellow rope moves towards their chest. From the perspective of the boat itself, the primary effect of this action is to move the attached horizontal pole sideways.""}]"
judgment-0422,audit-0076,男子拉动绳索的直接目标是什么？,"[{""generated_id"": ""audit-0076-g01"", ""question"": ""[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply)\n[Options]\nA) To use the friction between the rope and the winch drum to hold tension.\nB) To engage the rope with a rotating mechanism that provides a mechanical advantage.\nC) To guide the rope in a straight line toward the front of the boat.\nD) To prepare to tie a knot, securing the rope to the winch.""}, {""generated_id"": ""audit-0076-g02"", ""question"": ""[True/False] From the perspective of the person in the first scene, the yellow rope moves towards their chest. From the perspective of the boat itself, the primary effect of this action is to move the attached horizontal pole sideways.""}]"
judgment-0423,audit-0077,男子踩踏后车尾踏板是否展开？,"[{""generated_id"": ""audit-0077-g01"", ""question"": ""[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.""}, {""generated_id"": ""audit-0077-g02"", ""question"": ""[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.""}]"
judgment-0424,audit-0077,踏板展开发生在他触碰后门之前还是之后？,"[{""generated_id"": ""audit-0077-g01"", ""question"": ""[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.""}, {""generated_id"": ""audit-0077-g02"", ""question"": ""[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.""}]"
judgment-0425,audit-0077,展开后的踏板位于保险杠上方还是下方？,"[{""generated_id"": ""audit-0077-g01"", ""question"": ""[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.""}, {""generated_id"": ""audit-0077-g02"", ""question"": ""[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.""}]"
judgment-0426,audit-0077,男子按压后车门区域后车门是否打开？,"[{""generated_id"": ""audit-0077-g01"", ""question"": ""[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.""}, {""generated_id"": ""audit-0077-g02"", ""question"": ""[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.""}]"
judgment-0427,audit-0077,男子先指向门把手还是车牌上方？,"[{""generated_id"": ""audit-0077-g01"", ""question"": ""[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.""}, {""generated_id"": ""audit-0077-g02"", ""question"": ""[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.""}]"
judgment-0428,audit-0077,讲解手势的直接目标是展示哪个车尾部件？,"[{""generated_id"": ""audit-0077-g01"", ""question"": ""[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.""}, {""generated_id"": ""audit-0077-g02"", ""question"": ""[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.""}]"
judgment-0429,audit-0078,冲浪者在浪管内是否短暂被浪壁遮住？,"[{""generated_id"": ""audit-0078-g01"", ""question"": ""[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.""}, {""generated_id"": ""audit-0078-g02"", ""question"": ""[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.""}]"
judgment-0430,audit-0078,冲浪者从浪壁高处向下转向的轨迹如何变化？,"[{""generated_id"": ""audit-0078-g01"", ""question"": ""[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.""}, {""generated_id"": ""audit-0078-g02"", ""question"": ""[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.""}]"
judgment-0431,audit-0078,冲浪者是否进入浪管后再出来？,"[{""generated_id"": ""audit-0078-g01"", ""question"": ""[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.""}, {""generated_id"": ""audit-0078-g02"", ""question"": ""[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.""}]"
judgment-0432,audit-0078,冲浪者在浪壁上的高度如何变化？,"[{""generated_id"": ""audit-0078-g01"", ""question"": ""[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.""}, {""generated_id"": ""audit-0078-g02"", ""question"": ""[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.""}]"
