unit_id,video,contact_sheet,category_id,category,scene_type,question_type,question,gold_answer,model_answer,control_type,control_question,control_gold_answer,control_model_answer,control_pass,primary_label,secondary_label,evidence_note,confidence,question_or_key_problem
error-0033,vIm1Ave5FVw_44_0_11_04_797_to_0_11_20_346.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0200.jpg,2,Dynamic Spatial Relationships,Human-Centric,True/False,[True/False] The person's head goes below the surface of the water as the wave passes over them.,True,False,entity,[Single-Choice] Which item is visible on the person? [Options] A) A bright life jacket B) A white helmet C) A striped shirt D) A dark wetsuit,D,D) A dark wetsuit,True,perception_recognition,spatiotemporal_grounding,约 8–10 秒浪头覆盖人物，头部短暂从水面上消失；回答否认这一直接可见事件，属于动作/可见状态识别错误。,high,no
error-0034,iIpRKgC-9pw_42_0_08_15_662_to_0_08_32_312.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0587.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] Relative to the car's frame of reference, which description best captures the initial motion of the armrest as it moves from its stowed to its deployed position? [Options] A) It pivots downwards and towards the front of the car. B) It slides horizontally forward from the seatback. C) It pivots downwards and towards the rear of the car. D) It rotates sideways from the seat cushion.",A,C) It pivots downwards and towards the rear of the car.,entity,[Single-Choice] Which item is visible on the rear seat cushion? [Options] A) Blue water bottle B) Black smartphone C) White paper cup D) Red seat belt buckle,D,D) Red seat belt buckle,True,perspective_reference_frame,perception_recognition,后排中央扶手从靠背向下翻至座垫上方，按汽车自身前后方向同时朝车头侧运动；回答把同一转动解释为朝车尾，混淆车辆参照系。,high,no
error-0035,iOFJq-ylyT4_4_0_01_12_439_to_0_01_27_353.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0087.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,"[True/False] From the camera's final viewpoint showing the side of the car, the driver's side front wheel is completely occluded.",True,No,action_event,"[Single-Choice] Before the man stands apart from the car near the bushes, what does he do? [Options] A) He opens a car door. B) He kneels beside a wheel. C) He enters the car. D) He walks beside the car.",D,D,True,benchmark_ambiguity,perception_recognition,最终侧视镜头中驾驶员侧前轮主要因相机裁切而离开画面，并非被另一物体遮挡；题干把 out of frame 写成 completely occluded，gold 的概念边界不清。,high,yes
error-0036,Fh9NSGL42aU_27_0_04_54_500_to_0_05_12_566.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0026.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,"[True/False] During the camera's pan towards the group of people, the man wearing a black shirt and sunglasses is, at one point, completely hidden from view behind the man in the grey t-shirt.",False,True,entity,[Single-Choice] Which object is visible leaning against a camper vehicle near the people? [Options] A) A bicycle B) A surfboard C) A shopping cart D) A ladder,D,D) A ladder,True,spatiotemporal_grounding,perception_recognition,相机转向人群时黑衣墨镜男子与灰衫男子发生短暂重叠；回答将局部重叠判断为完全遮挡。20-frame full-duration sheet 无法覆盖每个瞬时帧，完整遮挡判定置信度受限。,low,no
error-0037,JH6vsa0twcA_41_0_08_54_133_to_0_09_04_533.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0053.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,Single-Choice,"[Single-Choice] As the car moves up the curved ramp, which background element is the last to be completely hidden behind the solid white wall on the left? [Options] A) The white sedan parked on the far left of the distant lot. B) The dark SUV parked in the middle of the distant lot. C) The trees on the far right of the distant lot. D) The building behind the distant lot.",A,C,action_event,"[Single-Choice] Near the end of the event, what is the car doing near the open gate? [Options] A) Driving forward toward the open gate B) Backing away from the open gate C) Parking beside the open gate D) Making a U-turn near the open gate",A,A) Driving forward toward the open gate,True,spatiotemporal_grounding,perception_recognition,车辆沿弯坡上行时左侧实墙逐步遮住远处停车场元素；回答把最后消失项判为最右侧树木，而非远左白色轿车，混淆了动态遮挡顺序。,medium,no
error-0038,sSy9TvBC92o_15_0_01_39_519_to_0_01_58_920.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0452.jpg,5,Object Deformation and State Transition,Human-Centric,Multiple-Select,"[Multiple-Select] The snake actively deforms its body to grip the man's arm. Which of the following spatial configurations are created by this deformation? (Select all that apply) [Options] A) Multiple circular coils wrapped around the forearm. B) A single loop running lengthwise along the other coils. C) A complex, overlapping mass where the body crosses over itself multiple times. D) A straight, rigid line along the top of the man's arm.","A,B,C",AC,simple_relation,"[Single-Choice] How is the man's raised forearm oriented near his chest? [Options] A) Upright, with the hand above the elbow B) Horizontal, with the hand level with the elbow C) Downward, with the hand below the elbow D) Straight outward, pointing toward the camera",A,"B) Horizontal, with the hand level with the elbow",False,perception_recognition,spatiotemporal_grounding,蛇身在前臂周围形成多圈并有一段沿其他圈纵向回绕，同时多次交叉；回答 AC 遗漏了可见的纵向单环 B。control 未通过也支持低层形态识别困难。,medium,no
error-0039,IhCQUucY59I_5_0_02_40_639_to_0_03_00_680.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0527.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] From the perspective of the rower seated at the very front of the boat, in which direction is the chase boat that is following them located? [Options] A) Directly in front of her. B) Directly behind her. C) To her left. D) To her right.",C,B) Directly behind her.,entity,[Single-Choice] What is visible aboard the motorboat near the rowing shell? [Options] A) A large sail B) Several people C) Stacked cargo boxes D) An empty deck,B,B) Several people,True,perspective_reference_frame,spatiotemporal_grounding,追逐艇位于赛艇后侧且有横向偏移，题目要求使用最前排划手自身朝向；回答直接采用船体前后位置选择 behind，未转换为划手左侧。,high,no
error-0040,_4dgPq-hqQY_38_0_05_11_133_to_0_05_21_800.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0366.jpg,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,"[Single-Choice] If the SUV had continued on its initial trajectory without turning right, what would it have moved towards? [Options] A) The white mailbox post on the right side of the road. B) The house with the brown roof visible in the background. C) The driveway of the house on the immediate left. D) The curb directly in front of the camera's viewpoint.",C,D) The curb directly in front of the camera's viewpoint.,entity,[Single-Choice] What surface is visible bordering the paved roadway? [Options] A) Deep snow B) Loose sand C) Red brick paving D) Green grass,D,D) Green grass,True,physical_prediction_counterfactual,perspective_reference_frame,SUV 初始沿道路朝画面左前方驶来，实际随后右转；回答在取消右转的反事实下外推到相机前方路缘，而非延续初始航向至左侧车道/车道口。,medium,no
error-0041,j7XGRgoCYo0_75_0_10_05_372_to_0_10_27_827.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0442.jpg,5,Object Deformation and State Transition,Object-Centric,Multiple-Select,"[Multiple-Select] Based on the visual evidence of the skull's transformation, which of the following physical changes occur? (Select all that apply) [Options] A) The material transitions from a rigid solid to a viscous semi-liquid. B) The object's volume significantly increases. C) The defined anatomical features collapse into an undefined shape. D) The material changes color from white to clear.","A,C","A, B, C",simple_relation,[Single-Choice] Where is the small white bottle positioned relative to the skull as liquid is poured? [Options] A) Below the skull B) Above the skull C) Beside the skull D) In front of the skull,B,B) Above the skull,True,physical_prediction_counterfactual,perception_recognition,白色骷髅由有明确特征的刚性外形塌缩为黏稠无定形物并向桌面铺展；回答额外选择“体积显著增加”，把占地面积扩张误当成材料体积增加。,high,no
error-0042,F_Y2Kg1_W3Q_58_0_09_44_684_to_0_09_54_994.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0529.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,"[True/False] Relative to the scooter's deck, the person initiates the handlebar spin by pushing their right hand forward and pulling their left hand backward.",True,False,action_event,"[Single-Choice] Near the beginning, what does the person do with one foot on the pavement? [Options] A) Kicks a ball across the pavement B) Steps onto the grass C) Pushes off to move the scooter D) Jumps with both feet together",C,C) Pushes off to move the scooter,True,perception_recognition,perspective_reference_frame,把手旋转发生得很快，题目要求相对踏板判断双手的前后推动方向；回答否定了右手前推、左手后拉的可见起始动作。20-frame full-duration sheet 对手部瞬时方向的采样有限。,low,no
