blind_proposal_id,coverage_status,closest_generated_id,confidence,reason_cn
judgment-0069,absent,audit-0013-g01,0.88,"生成题 audit-0013-g01 询问：“[True/False] The dark sedan that drives from left to right passes in front of the yellow car, temporarily occluding it from view.”；参考题询问：“车辆经过时透明大帐篷位于画面哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0070,absent,audit-0013-g01,0.88,"生成题 audit-0013-g01 询问：“[True/False] The dark sedan that drives from left to right passes in front of the yellow car, temporarily occluding it from view.”；参考题询问：“车辆相对帐篷如何移动？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0071,absent,audit-0013-g01,0.88,"生成题 audit-0013-g01 询问：“[True/False] The dark sedan that drives from left to right passes in front of the yellow car, temporarily occluding it from view.”；参考题询问：“黑色汽车是否先于白色卡车离开画面？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0072,absent,audit-0014-g01,0.88,"生成题 audit-0014-g01 询问：“[Single-Choice] In the first three seconds, the horse begins a wide turn to its left. If it had maintained that initial turning radius, what path would it have followed? [Options] A) It would have run into the fence on the left side of the arena. B) It would have completed a tight circle in the center of the arena. C) It would have continued along the fence at the far end of the arena. D) It would have reversed direction and run towards the camera.”；参考题询问：“黑马从侧向行进转为朝相机靠近了吗？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0073,absent,audit-0014-g01,0.88,"生成题 audit-0014-g01 询问：“[Single-Choice] In the first three seconds, the horse begins a wide turn to its left. If it had maintained that initial turning radius, what path would it have followed? [Options] A) It would have run into the fence on the left side of the arena. B) It would have completed a tight circle in the center of the arena. C) It would have continued along the fence at the far end of the arena. D) It would have reversed direction and run towards the camera.”；参考题询问：“骑手与相机之间的距离如何变化？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0074,partial,audit-0014-g01,0.72,"生成题 audit-0014-g01 询问：“[Single-Choice] In the first three seconds, the horse begins a wide turn to its left. If it had maintained that initial turning radius, what path would it have followed? [Options] A) It would have run into the fence on the left side of the arena. B) It would have completed a tight circle in the center of the arena. C) It would have continued along the fence at the far end of the arena. D) It would have reversed direction and run towards the camera.”；参考题询问：“马在视频中是否改变了行进方向？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0075,absent,audit-0014-g01,0.88,"生成题 audit-0014-g01 询问：“[Single-Choice] In the first three seconds, the horse begins a wide turn to its left. If it had maintained that initial turning radius, what path would it have followed? [Options] A) It would have run into the fence on the left side of the arena. B) It would have completed a tight circle in the center of the arena. C) It would have continued along the fence at the far end of the arena. D) It would have reversed direction and run towards the camera.”；参考题询问：“骑手靠近镜头时马位于围栏哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0076,absent,audit-0014-g01,0.88,"生成题 audit-0014-g01 询问：“[Single-Choice] In the first three seconds, the horse begins a wide turn to its left. If it had maintained that initial turning radius, what path would it have followed? [Options] A) It would have run into the fence on the left side of the arena. B) It would have completed a tight circle in the center of the arena. C) It would have continued along the fence at the far end of the arena. D) It would have reversed direction and run towards the camera.”；参考题询问：“马接近镜头后从哪一侧经过？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0077,absent,audit-0015-g01,0.88,"生成题 audit-0015-g01 询问：“[True/False] From the second woman's standing position inside the bathroom, the exposed pipes in the ceiling are located directly above her head.”；参考题询问：“记者展示天花板破损是在采访住户之前还是之后？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0078,absent,audit-0015-g01,0.88,"生成题 audit-0015-g01 询问：“[True/False] From the second woman's standing position inside the bathroom, the exposed pipes in the ceiling are located directly above her head.”；参考题询问：“住户用手指向了房间的哪个方向？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0079,partial,audit-0015-g02,0.72,"生成题 audit-0015-g02 询问：“[Multiple-Select] After the ceiling collapse, which of the following are now spatially positioned higher than the base of the white light fixture? (Select all that apply) [Options] A) The white clothes hanger on the wall. B) The exposed metal pipes. C) The top of the doorway. D) The cardboard box in the ceiling cavity.”；参考题询问：“天花板缺口相对吊灯位于哪一侧？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
